Solar_data
time,utilization
2025-01-15 00:00:00,0.0
2025-01-15 00:10:00,0.0
2025-01-15 00:20:00,0.0
2025-01-15 00:30:00,0.0
2025-01-15 00:40:00,0.0
2025-01-15 00:50:00,0.0
2025-01-15 01:00:00,0.0
2025-01-15 01:10:00,0.0
2025-01-15 01:20:00,0.0
2025-01-15 01:30:00,0.0
2025-01-15 01:40:00,0.0
2025-01-15 01:50:00,0.0
2025-01-15 02:00:00,0.0
2025-01-15 02:10:00,0.0
2025-01-15 02:20:00,0.0
2025-01-15 02:30:00,0.0
2025-01-15 02:40:00,0.0
2025-01-15 02:50:00,0.0
2025-01-15 03:00:00,0.0
2025-01-15 03:10:00,0.0
2025-01-15 03:20:00,0.0
2025-01-15 03:30:00,0.0
2025-01-15 03:40:00,0.0
2025-01-15 03:50:00,0.0
2025-01-15 04:00:00,0.0
2025-01-15 04:10:00,0.0
2025-01-15 04:20:00,0.0
2025-01-15 04:30:00,0.0
2025-01-15 04:40:00,0.0
2025-01-15 04:50:00,0.0
2025-01-15 05:00:00,0.0
2025-01-15 05:10:00,0.0
2025-01-15 05:20:00,0.0
2025-01-15 05:30:00,0.0
2025-01-15 05:40:00,0.0
2025-01-15 05:50:00,0.0
2025-01-15 06:00:00,0.0
2025-01-15 06:10:00,0.0
2025-01-15 06:20:00,0.0
2025-01-15 06:30:00,0.0
2025-01-15 06:40:00,0.0
2025-01-15 06:50:00,0.0
2025-01-15 07:00:00,0.0
2025-01-15 07:10:00,2.8549788346994785e-05
2025-01-15 07:20:00,0.0001583116335584031
2025-01-15 07:30:00,0.0006352643852287362
2025-01-15 07:40:00,0.001871368015042296
2025-01-15 07:50:00,0.004460287879168566
2025-01-15 08:00:00,0.008891401394090103
2025-01-15 08:10:00,0.015567463971186248
2025-01-15 08:20:00,0.024720914472615527
2025-01-15 08:30:00,0.03608541058887157
2025-01-15 08:40:00,0.04919097612521822
2025-01-15 08:50:00,0.06364772186404276
2025-01-15 09:00:00,0.07877790917672459
2025-01-15 09:10:00,0.09397966741554199
2025-01-15 09:20:00,0.10926979896762677
2025-01-15 09:30:00,0.12427821185800336
2025-01-15 09:40:00,0.1388376485556364
2025-01-15 09:50:00,0.15299018080676757
2025-01-15 10:00:00,0.166617144019373
2025-01-15 10:10:00,0.179360320034527
2025-01-15 10:20:00,0.19138598271435306
2025-01-15 10:30:00,0.20241241274822144
2025-01-15 10:40:00,0.21239114026388817
2025-01-15 10:50:00,0.22131088909602933
2025-01-15 11:00:00,0.22908163159604997
2025-01-15 11:10:00,0.2355341048250275
2025-01-15 11:20:00,0.24076723792860583
2025-01-15 11:30:00,0.2446530287784915
2025-01-15 11:40:00,0.24714091679742262
2025-01-15 11:50:00,0.24836954544148138
2025-01-15 12:00:00,0.24828686995371696
2025-01-15 12:10:00,0.24690896546648397
2025-01-15 12:20:00,0.2444619893066345
2025-01-15 12:30:00,0.24098549667866004
2025-01-15 12:40:00,0.23796425166149293
2025-01-15 12:50:00,0.2337012304894386
2025-01-15 13:00:00,0.22818511645159414
2025-01-15 13:10:00,0.22127091604615412
2025-01-15 13:20:00,0.21304397436399614
2025-01-15 13:30:00,0.20209230039148562
2025-01-15 13:40:00,0.19030049713628905
2025-01-15 13:50:00,0.17762988689205336
2025-01-15 14:00:00,0.16422017255737895
2025-01-15 14:10:00,0.15005486855703978
2025-01-15 14:20:00,0.13506834619348088
2025-01-15 14:30:00,0.11941293493033417
2025-01-15 14:40:00,0.1033723664379889
2025-01-15 14:50:00,0.08633543881737897
2025-01-15 15:00:00,0.06947674531219226
2025-01-15 15:10:00,0.05343390527339051
2025-01-15 15:20:00,0.03872947586106978
2025-01-15 15:30:00,0.026002202281773454
2025-01-15 15:40:00,0.01642318851513518
2025-01-15 15:50:00,0.009504069760629546
2025-01-15 16:00:00,0.004921085394791237
2025-01-15 16:10:00,0.002237391785620862
2025-01-15 16:20:00,0.0008344537494028168
2025-01-15 16:30:00,0.0002682236849420493
2025-01-15 16:40:00,4.8012699511262676e-05
2025-01-15 16:50:00,0.0
2025-01-15 17:00:00,0.0
2025-01-15 17:10:00,0.0
2025-01-15 17:20:00,0.0
2025-01-15 17:30:00,0.0
2025-01-15 17:40:00,0.0
2025-01-15 17:50:00,0.0
2025-01-15 18:00:00,0.0
2025-01-15 18:10:00,0.0
2025-01-15 18:20:00,0.0
2025-01-15 18:30:00,0.0
2025-01-15 18:40:00,0.0
2025-01-15 18:50:00,0.0
2025-01-15 19:00:00,0.0
2025-01-15 19:10:00,0.0
2025-01-15 19:20:00,0.0
2025-01-15 19:30:00,0.0
2025-01-15 19:40:00,0.0
2025-01-15 19:50:00,0.0
2025-01-15 20:00:00,0.0
2025-01-15 20:10:00,0.0
2025-01-15 20:20:00,0.0
2025-01-15 20:30:00,0.0
2025-01-15 20:40:00,0.0
2025-01-15 20:50:00,0.0
2025-01-15 21:00:00,0.0
2025-01-15 21:10:00,0.0
2025-01-15 21:20:00,0.0
2025-01-15 21:30:00,0.0
2025-01-15 21:40:00,0.0
2025-01-15 21:50:00,0.0
2025-01-15 22:00:00,0.0
2025-01-15 22:10:00,0.0
2025-01-15 22:20:00,0.0
2025-01-15 22:30:00,0.0
2025-01-15 22:40:00,0.0
2025-01-15 22:50:00,0.0
2025-01-15 23:00:00,0.0
2025-01-15 23:10:00,0.0
2025-01-15 23:20:00,0.0
2025-01-15 23:30:00,0.0
2025-01-15 23:40:00,0.0
2025-01-15 23:50:00,0.0
